Rank,Restaurant,Score,Total Reviews,Yelp Rating,Yelp Reviews,Google Rating,Google Reviews,Price,Cuisine,City,Google Maps URL,Snapshot UTC,Google Only
71,Baroche,8.7,1272,4.2,238,4.4,1034,,Brasseries,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJWdD5EMRv5kcRcDdawZHMQ3E,2026-03-28T21:29:03.431Z,false
72,La Petite Rose des Sables,9.8,1219,4.7,65,4.9,1154,,French,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJZUHe-g5u5kcRwdKX01SNJKE,2026-03-28T21:29:03.431Z,false
73,Bel Canto,9.3,1212,4.0,71,4.7,1141,,"French, Italian","Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJL0aYwOJx5kcRChA0_ZgzHuw,2026-03-28T21:29:03.431Z,false
74,Au Vieux Comptoir,9.3,1105,4.1,55,4.7,1050,,French,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJgVHLCh9u5kcRTdrNgGB0JoI,2026-03-28T21:29:03.431Z,false
75,Bistrot Des Tournelles,9.2,1094,,,4.6,1094,,"French Restaurant, Bistro","Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJjwaAPtBz5kcR_T40W9rYhjc,2026-03-28T21:29:03.431Z,false
76,Le Petit Prince de Paris,8.1,1014,3.9,231,4.1,783,,French,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJsRsXq-dx5kcRRPN0Smfhr1Y,2026-03-28T21:29:03.431Z,false
77,La Scène,9.4,1012,,,4.7,1012,,French Restaurant,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJF81Lvo5v5kcR34BLAZe2U1o,2026-03-28T21:29:03.431Z,false
78,La Coïncidence,9.0,520,4.5,520,,,,French,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJGZUtpfBv5kcRI6ZuDllD6TQ,2026-03-28T21:29:03.431Z,false
79,C’est Comme À La Maison - CCALM,9.8,421,,,4.9,421,,French Restaurant,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJk6d8saxv5kcR2COb5BoXYpo,2026-03-28T21:29:03.431Z,false
80,L'Orangerie,9.6,398,4.7,6,4.8,392,,"Breakfast & Brunch, French","Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJZ8yNJuhv5kcRAcHrclt49NM,2026-03-28T21:29:03.431Z,false
